,Year,Week,Name,Opponent,Position,Fumbles Lost,Rush 2PT,Pass Attempts,Points,Pass Yards,Receiving 2PT,Pass Completions,Rush Attempts,Rush TD,Receiving TD,Receptions,Pass 2PT,Rush Yards,Pass Interceptions,Pass TD,Fumble TD,Receiving Yards,Away Games
3004,2016.0,4.666666666666667,Cam Newton,Broncos,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3005,2016.0,4.666666666666667,Brock Osweiler,Bears,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3006,2016.0,4.666666666666667,Marcus Mariota,Min,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3007,2016.0,4.666666666666667,Ryan Fitzpatrick,Bengals,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3008,2016.0,4.666666666666667,Andy Dalton,Jets,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3009,2016.0,4.666666666666667,Jimmy Garoppolo,Cardinals,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3010,2016.0,4.666666666666667,Blaine Gabbert,LA,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3011,2016.0,4.666666666666667,Blake Bortles,Packers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3012,2016.0,4.666666666666667,Philip Rivers,Chiefs,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3013,2016.0,4.666666666666667,Joe Flacco,Bills,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3014,2016.0,4.666666666666667,Russell Wilson,Dolphins,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3015,2016.0,4.666666666666667,Ryan Tannehill,Seahawks,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3016,2016.0,4.666666666666667,Jay Cutler,Texans,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3017,2016.0,4.666666666666667,Trevor Siemian,Panthers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3018,2016.0,4.666666666666667,Dak Prescott,Giants,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3019,2016.0,4.666666666666667,Shaun Hill,Titans,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3020,2016.0,4.666666666666667,Kirk Cousins,Steelers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3021,2016.0,4.666666666666667,Robert Griffin III,Eagles,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3022,2016.0,4.666666666666667,Tyrod Taylor,Ravens,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3023,2016.0,4.666666666666667,Case Keenum,49ers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3024,2016.0,4.666666666666667,Cam Newton,49ers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3025,2016.0,4.666666666666667,Matt Ryan,Raiders,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3026,2016.0,4.666666666666667,Philip Rivers,Jaguars,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3027,2016.0,4.666666666666667,Carson Palmer,Buccaneers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3028,2016.0,4.666666666666667,Derek Carr,Falcons,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3029,2016.0,4.666666666666667,Tyrod Taylor,Jets,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3030,2016.0,4.666666666666667,Jimmy Garoppolo,Dolphins,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3031,2016.0,4.666666666666667,Ryan Tannehill,Patriots,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3032,2016.0,4.666666666666667,Ben Roethlisberger,Bengals,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3033,2016.0,4.666666666666667,Blaine Gabbert,Panthers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3034,2016.0,4.666666666666667,Sam Bradford,Packers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3035,2016.0,4.666666666666667,Blake Bortles,Chargers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3036,2016.0,4.666666666666667,Ryan Fitzpatrick,Bills,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3037,2016.0,4.666666666666667,Marcus Mariota,Lions,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3038,2016.0,4.666666666666667,Joe Flacco,Browns,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3039,2016.0,4.666666666666667,Andy Dalton,Steelers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3040,2016.0,4.666666666666667,Kirk Cousins,Cowboys,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3041,2016.0,4.666666666666667,Aaron Rodgers,Min,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3042,2016.0,4.666666666666667,Josh McCown,Ravens,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3043,2016.0,4.666666666666667,Matthew Stafford,Titans,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3044,2016.0,4.666666666666667,Dak Prescott,Redskins,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3045,2016.0,4.666666666666667,Drew Brees,Giants,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3046,2016.0,4.666666666666667,Carson Wentz,Bears,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3047,2016.0,4.666666666666667,Eli Manning,Saints,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3048,2016.0,4.666666666666667,Brock Osweiler,Chiefs,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3049,2016.0,4.666666666666667,Andrew Luck,Broncos,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3050,2016.0,4.666666666666667,Russell Wilson,LA,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3051,2016.0,4.666666666666667,Trevor Siemian,Colts,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3052,2016.0,4.666666666666667,Case Keenum,Seahawks,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3053,2016.0,4.666666666666667,Jameis Winston,Cardinals,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3054,2016.0,4.666666666666667,Alex Smith,Texans,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3055,2016.0,4.666666666666667,Jacoby Brissett,Dolphins,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3056,2016.0,4.666666666666667,Brian Hoyer,Eagles,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3057,2016.0,4.666666666666667,Jay Cutler,Eagles,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3058,2016.0,4.666666666666667,Drew Stanton,Buccaneers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3059,2016.0,4.666666666666667,E.J. Manuel,Jets,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3060,2016.0,4.666666666666667,Kellen Clemens,Jaguars,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3061,2016.0,4.666666666666667,Matt Cassel,Lions,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3062,2016.0,4.666666666666667,Trevor Siemian,Bengals,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3063,2016.0,4.666666666666667,Aaron Rodgers,Lions,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3064,2016.0,4.666666666666667,Jameis Winston,LA,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3065,2016.0,4.666666666666667,Matthew Stafford,Packers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3066,2016.0,4.666666666666667,Drew Brees,Falcons,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3067,2016.0,4.666666666666667,Carson Wentz,Steelers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3068,2016.0,4.666666666666667,Ryan Tannehill,Browns,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3069,2016.0,4.666666666666667,Dak Prescott,Bears,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3070,2016.0,4.666666666666667,Matt Ryan,Saints,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3071,2016.0,4.666666666666667,Brian Hoyer,Cowboys,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3072,2016.0,4.666666666666667,Kirk Cousins,Giants,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3073,2016.0,4.666666666666667,Case Keenum,Buccaneers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3074,2016.0,4.666666666666667,Eli Manning,Redskins,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3075,2016.0,4.666666666666667,Andrew Luck,Chargers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3076,2016.0,4.666666666666667,Russell Wilson,49ers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3077,2016.0,4.666666666666667,Tyrod Taylor,Cardinals,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3078,2016.0,4.666666666666667,Alex Smith,Jets,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3079,2016.0,4.666666666666667,Jacoby Brissett,Texans,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3080,2016.0,4.666666666666667,Blake Bortles,Ravens,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3081,2016.0,4.666666666666667,Derek Carr,Titans,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3082,2016.0,4.666666666666667,Philip Rivers,Colts,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3083,2016.0,4.666666666666667,Cam Newton,Min,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3084,2016.0,4.666666666666667,Sam Bradford,Panthers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3085,2016.0,4.666666666666667,Joe Flacco,Jaguars,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3086,2016.0,4.666666666666667,Cody Kessler,Dolphins,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3087,2016.0,4.666666666666667,Andy Dalton,Broncos,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3088,2016.0,4.666666666666667,Ben Roethlisberger,Eagles,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3089,2016.0,4.666666666666667,Brock Osweiler,Patriots,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3090,2016.0,4.666666666666667,Trevone Boykin,49ers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3091,2016.0,4.666666666666667,Marcus Mariota,Raiders,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3092,2016.0,4.666666666666667,Blaine Gabbert,Seahawks,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3093,2016.0,4.666666666666667,Carson Palmer,Bills,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3094,2016.0,4.666666666666667,Derek Anderson,Min,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3095,2016.0,4.666666666666667,Ryan Fitzpatrick,Chiefs,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3096,2016.0,4.666666666666667,Ben Roethlisberger,Chiefs,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3097,2016.0,4.666666666666667,Matt Ryan,Panthers,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3098,2016.0,4.666666666666667,Derek Carr,Ravens,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3099,2016.0,4.666666666666667,Russell Wilson,Jets,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3100,2016.0,4.666666666666667,Blake Bortles,Colts,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3101,2016.0,4.666666666666667,Brian Hoyer,Lions,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3102,2016.0,4.666666666666667,Joe Flacco,Raiders,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
3103,2016.0,4.666666666666667,Kirk Cousins,Browns,QB,0.0,0.0,0.0,571084067.8333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1656730.6666666667,0.0,0.0,0.0,0.0,0.0,749129608645050.1,0.5
