,50+,FGA,FGM,Name,Opponent,Points,Position,Week,XPA,XPM,Year
39,1,2,2,Connor Barth,@NYG,12.00,K,2,4,4,2012
40,0,3,3,Greg Zuerlein,Was,11.00,K,2,2,2,2012
41,1,2,2,Garrett Hartley,@Car,11.00,K,2,3,3,2012
42,1,2,2,Phil Dawson,@Cin,11.00,K,2,3,3,2012
43,1,2,2,Blair Walsh,@Ind,10.00,K,2,2,2,2012
44,0,2,2,Mike Nugent,Cle,10.00,K,2,4,4,2012
45,0,2,2,Shaun Suisham,NYJ,9.00,K,2,3,3,2012
46,0,2,2,Stephen Hauschka,Dal,9.00,K,2,3,3,2012
47,0,2,2,Shayne Graham,@Jax,9.00,K,2,3,3,2012
48,0,2,2,Matt Bryant,Den,9.00,K,2,3,3,2012
49,0,2,2,David Akers,Det,9.00,K,2,3,3,2012
50,0,1,1,Nate Kaeding,Ten,8.00,K,2,5,5,2012
51,0,2,2,Jay Feely,@NE,8.00,K,2,2,2,2012
52,0,0,0,Tim Masthay,Chi,7.00,K,2,0,0,2012
53,0,2,2,Sebastian Janikowski,@Mia,7.00,K,2,1,1,2012
54,0,1,1,Alex Henery,Bal,6.00,K,2,3,3,2012
55,0,1,1,Ryan Succop,@Buf,5.00,K,2,2,2,2012
56,0,0,0,Justin Medlock,NO,5.00,K,2,5,5,2012
57,0,0,0,Rian Lindell,KC,5.00,K,2,5,5,2012
58,0,0,0,Dan Carpenter,Oak,5.00,K,2,5,5,2012
59,0,1,1,Robbie Gould,@GB,4.00,K,2,1,1,2012
60,0,1,1,Nick Folk,@Pit,4.00,K,2,1,1,2012
61,0,1,0,Billy Cundiff,@Stl,4.00,K,2,4,4,2012
62,0,1,1,Rob Bironas,@SD,4.00,K,2,1,1,2012
63,0,0,0,Matt Prater,@Atl,3.00,K,2,3,3,2012
64,0,0,0,Josh Scobee,Hou,1.00,K,2,1,1,2012
65,0,0,0,Dan Bailey,@Sea,1.00,K,2,1,1,2012
66,0,6,6,Ryan Succop,@NO,19.00,K,3,1,1,2012
67,0,5,5,Lawrence Tynes,@Car,18.00,K,3,3,3,2012
68,1,4,4,Jason Hanson,@Ten,17.00,K,3,3,3,2012
69,0,5,3,Rob Bironas,Det,14.00,K,3,5,5,2012
70,1,3,3,Matt Prater,Hou,13.00,K,3,2,2,2012
71,1,3,3,Robbie Gould,Stl,13.00,K,3,2,2,2012
72,0,3,3,Stephen Gostkowski,@Bal,12.00,K,3,3,3,2012
73,0,3,3,Nick Folk,@Mia,11.00,K,3,2,2,2012
74,0,3,3,Josh Scobee,@Ind,10.00,K,3,1,1,2012
75,0,2,2,Sebastian Janikowski,Pit,10.00,K,3,4,4,2012
76,0,3,3,Dan Bailey,TB,10.00,K,3,1,1,2012
77,0,2,2,Jay Feely,Phi,9.00,K,3,3,3,2012
78,1,2,2,Greg Zuerlein,@Chi,8.00,K,3,0,0,2012
79,1,1,1,Blair Walsh,SF,8.00,K,3,3,3,2012
80,0,1,1,Mike Nugent,@Was,8.00,K,3,5,5,2012
81,0,4,2,Dan Carpenter,NYJ,8.00,K,3,2,2,2012
82,0,1,1,Justin Tucker,NE,7.00,K,3,4,4,2012
83,0,1,1,Shaun Suisham,@Oak,7.00,K,3,4,4,2012
84,0,1,1,Shayne Graham,@Den,7.00,K,3,4,4,2012
85,0,1,1,Billy Cundiff,Cin,7.00,K,3,4,4,2012
86,0,3,2,David Akers,@Min,7.00,K,3,1,1,2012
87,0,1,1,Rian Lindell,@Cle,6.00,K,3,3,3,2012
88,0,2,2,Alex Henery,@Ari,6.00,K,3,0,0,2012
89,0,2,1,Garrett Hartley,KC,6.00,K,3,3,3,2012
90,0,2,2,Mason Crosby,@Sea,6.00,K,3,0,0,2012
91,0,2,1,Adam Vinatieri,Jax,5.00,K,3,2,2,2012
92,0,1,1,Connor Barth,@Dal,4.00,K,3,1,1,2012
93,0,1,1,Nate Kaeding,Atl,3.00,K,3,0,0,2012
94,0,0,0,Matt Bryant,@SD,3.00,K,3,3,3,2012
95,0,0,0,Stephen Hauschka,GB,2.00,K,3,2,2,2012
96,0,0,0,Phil Dawson,Buf,2.00,K,3,2,2,2012
97,0,0,0,Justin Medlock,NYG,1.00,K,3,1,1,2012
98,0,0,0,Kevin Huber,@Was,0.00,K,3,0,0,2012
99,2,4,4,Greg Zuerlein,Sea,17.00,K,4,1,1,2012
100,3,3,3,Phil Dawson,@Bal,16.00,K,4,1,1,2012
101,1,3,3,Matt Prater,Oak,15.00,K,4,4,4,2012
102,2,3,3,Connor Barth,Was,14.00,K,4,1,1,2012
103,0,3,3,Nick Novak,@KC,13.00,K,4,4,4,2012
104,0,4,4,Alex Henery,NYG,13.00,K,4,1,1,2012
105,0,3,3,Matt Bryant,Car,12.00,K,4,3,3,2012
106,0,2,2,Robbie Gould,@Dal,10.00,K,4,4,4,2012
107,0,3,1,Stephen Gostkowski,@Buf,10.00,K,4,7,7,2012
108,0,4,2,David Akers,@NYJ,10.00,K,4,4,4,2012
109,0,2,2,Mike Nugent,@Jax,9.00,K,4,3,3,2012
110,0,3,2,Garrett Hartley,@GB,9.00,K,4,3,3,2012
111,0,3,2,Blair Walsh,@Det,8.00,K,4,2,2,2012
112,0,1,1,Shayne Graham,Ten,8.00,K,4,5,5,2012
113,0,2,2,Stephen Hauschka,@Stl,7.00,K,4,1,1,2012
114,0,2,2,Jason Hanson,Min,7.00,K,4,1,1,2012
115,0,3,2,Dan Carpenter,@Ari,7.00,K,4,1,1,2012
116,0,2,2,Sebastian Janikowski,@Den,6.00,K,4,0,0,2012
117,0,0,0,Johnny Hekker,Sea,6.00,K,4,0,0,2012
118,0,1,1,Jay Feely,Mia,6.00,K,4,3,3,2012
119,0,4,1,Billy Cundiff,@TB,6.00,K,4,3,3,2012
120,0,2,1,Lawrence Tynes,@Phi,5.00,K,4,2,2,2012
121,0,2,1,Justin Tucker,Cle,5.00,K,4,2,2,2012
122,0,1,1,Josh Scobee,Cin,4.00,K,4,1,1,2012
123,0,0,0,Justin Medlock,@Atl,4.00,K,4,4,4,2012
124,0,0,0,Rian Lindell,NE,4.00,K,4,4,4,2012
125,0,0,0,Mason Crosby,NO,4.00,K,4,4,4,2012
126,0,1,1,Dan Bailey,Chi,4.00,K,4,1,1,2012
127,0,0,0,Ryan Succop,SD,2.00,K,4,2,2,2012
128,0,0,0,Rob Bironas,@Hou,2.00,K,4,2,2,2012
129,0,3,3,Blair Walsh,Ten,12.00,K,5,3,3,2012
130,1,4,3,Adam Vinatieri,GB,12.00,K,5,1,1,2012
131,0,2,2,Lawrence Tynes,Cle,11.00,K,5,5,5,2012
132,0,3,3,Shayne Graham,@NYJ,11.00,K,5,2,2,2012
133,0,2,2,Robbie Gould,@Jax,11.00,K,5,5,5,2012
134,0,3,3,Shaun Suisham,Phi,10.00,K,5,1,1,2012
135,0,3,3,Stephen Hauschka,@Car,10.00,K,5,1,1,2012
136,0,3,3,Justin Tucker,@KC,9.00,K,5,0,0,2012
137,0,2,2,Phil Dawson,@NYG,9.00,K,5,3,3,2012
138,0,1,1,David Akers,Buf,9.00,K,5,6,6,2012
139,1,1,1,Matt Bryant,@Was,8.00,K,5,3,3,2012
140,1,1,1,Greg Zuerlein,Ari,7.00,K,5,2,2,2012
141,0,3,2,Mike Nugent,Mia,7.00,K,5,1,1,2012
142,0,1,1,Garrett Hartley,SD,7.00,K,5,4,4,2012
143,0,1,1,Stephen Gostkowski,Den,7.00,K,5,4,4,2012
144,0,2,2,Ryan Succop,Bal,6.00,K,5,0,0,2012
145,0,2,1,Nick Novak,@NO,6.00,K,5,3,3,2012
146,0,1,1,Nick Folk,Hou,5.00,K,5,2,2,2012
147,0,2,1,Billy Cundiff,Atl,5.00,K,5,2,2,2012
148,0,2,1,Dan Carpenter,@Cin,5.00,K,5,2,2,2012
149,0,1,1,Justin Medlock,Sea,4.00,K,5,1,1,2012
150,0,1,1,Josh Scobee,Chi,3.00,K,5,0,0,2012
151,0,0,0,Matt Prater,@NE,3.00,K,5,3,3,2012
152,0,1,1,Rian Lindell,@SF,3.00,K,5,0,0,2012
153,0,2,1,Jay Feely,@Stl,3.00,K,5,0,0,2012
154,0,2,0,Mason Crosby,@Ind,3.00,K,5,3,3,2012
155,0,0,0,Alex Henery,@Pit,2.00,K,5,2,2,2012
156,0,0,0,Rob Bironas,@Min,1.00,K,5,1,1,2012
157,0,0,0,Jon Ryan,@Car,0.00,K,5,0,0,2012
158,0,5,4,Lawrence Tynes,@SF,14.00,K,6,2,2,2012
159,0,4,4,Jason Hanson,@Phi,14.00,K,6,2,2,2012
160,0,4,4,Rob Bironas,Pit,14.00,K,6,2,2,2012
161,1,4,3,Shaun Suisham,@Ten,13.00,K,6,2,2,2012
162,1,4,3,Matt Bryant,Oak,13.00,K,6,2,2,2012
163,0,4,4,Blair Walsh,@Was,12.00,K,6,0,0,2012
164,1,4,3,Jay Feely,Buf,12.00,K,6,1,1,2012
165,1,3,3,Adam Vinatieri,@NYJ,11.00,K,6,0,0,2012
166,0,3,3,Alex Henery,Det,11.00,K,6,2,2,2012
167,0,3,3,Stephen Gostkowski,@Sea,11.00,K,6,2,2,2012
168,0,4,3,Dan Bailey,@Bal,11.00,K,6,2,2,2012
169,1,2,2,Sebastian Janikowski,@Atl,10.00,K,6,2,2,2012
170,1,1,1,Kai Forbath,Min,10.00,K,6,5,5,2012
171,0,2,2,Phil Dawson,Cin,10.00,K,6,4,4,2012
172,1,1,1,Shayne Graham,GB,8.00,K,6,3,3,2012
173,0,2,1,Connor Barth,KC,8.00,K,6,5,5,2012
174,0,1,1,Justin Tucker,Dal,7.00,K,6,4,4,2012
175,0,5,2,Greg Zuerlein,@Mia,6.00,K,6,0,0,2012
176,0,1,1,Mike Nugent,@Cle,6.00,K,6,3,3,2012
177,0,1,1,Nick Novak,Den,6.00,K,6,3,3,2012
178,0,1,1,Stephen Hauschka,NE,6.00,K,6,3,3,2012
179,0,0,0,Mason Crosby,@Hou,6.00,K,6,6,6,2012
180,0,0,0,Matt Prater,@SD,5.00,K,6,5,5,2012
181,0,1,1,Rian Lindell,@Ari,5.00,K,6,2,2,2012
182,0,0,0,Nick Folk,Ind,5.00,K,6,5,5,2012
183,0,1,1,Dan Carpenter,Stl,5.00,K,6,2,2,2012
184,0,1,1,Ryan Succop,@TB,4.00,K,6,1,1,2012
185,0,3,1,David Akers,NYG,3.00,K,6,0,0,2012
186,0,0,0,Jon Ryan,NE,0.00,K,6,0,0,2012
187,0,0,0,Michael Koenen,KC,-1.00,K,6,0,0,2012
188,1,4,4,Nick Folk,@NE,16.00,K,7,2,2,2012
189,0,5,4,Sebastian Janikowski,Jax,14.00,K,7,2,2,2012
190,1,3,3,Josh Scobee,@Oak,13.00,K,7,2,2,2012
191,0,4,4,Dan Bailey,@Car,13.00,K,7,1,1,2012
192,0,4,3,Mason Crosby,@Stl,12.00,K,7,3,3,2012
193,2,2,2,Justin Tucker,@Hou,11.00,K,7,1,1,2012
194,0,2,2,Shayne Graham,Bal,11.00,K,7,5,5,2012
195,0,3,3,Kai Forbath,@NYG,11.00,K,7,2,2,2012
196,1,2,2,Greg Zuerlein,GB,10.00,K,7,2,2,2012
197,0,3,3,Shaun Suisham,@Cin,10.00,K,7,1,1,2012
198,0,2,2,Rian Lindell,Ten,10.00,K,7,4,4,2012
199,0,2,2,Lawrence Tynes,Was,9.00,K,7,3,3,2012
200,0,2,2,Stephen Gostkowski,NYJ,9.00,K,7,3,3,2012
201,1,3,2,Stephen Hauschka,@SF,8.00,K,7,0,0,2012
202,0,3,2,Robbie Gould,Det,7.00,K,7,1,1,2012
203,0,2,2,David Akers,Sea,7.00,K,7,1,1,2012
204,0,1,1,Adam Vinatieri,Cle,5.00,K,7,2,2,2012
205,0,1,1,Mike Nugent,Pit,5.00,K,7,2,2,2012
206,0,0,0,Garrett Hartley,@TB,5.00,K,7,5,5,2012
207,0,0,0,Rob Bironas,@Buf,5.00,K,7,5,5,2012
208,0,1,0,Connor Barth,NO,4.00,K,7,4,4,2012
209,0,0,0,Blair Walsh,Ari,3.00,K,7,3,3,2012
210,0,0,0,Justin Medlock,Dal,2.00,K,7,2,2,2012
211,0,1,0,Jay Feely,@Min,2.00,K,7,2,2,2012
212,0,0,0,Jason Hanson,@Chi,1.00,K,7,1,1,2012
213,0,0,0,Phil Dawson,@Ind,1.00,K,7,1,1,2012
214,0,5,5,Lawrence Tynes,@Dal,17.00,K,8,2,2,2012
215,0,5,5,Justin Medlock,@Chi,16.00,K,8,1,1,2012
216,0,4,4,Sebastian Janikowski,@KC,14.00,K,8,2,2,2012
217,1,3,3,Ryan Succop,Oak,12.00,K,8,1,1,2012
218,0,3,3,Dan Carpenter,@NYJ,12.00,K,8,3,3,2012
219,0,3,3,Matt Bryant,@Phi,12.00,K,8,3,3,2012
220,0,3,3,Connor Barth,@Min,12.00,K,8,3,3,2012
221,0,2,2,Matt Prater,NO,10.00,K,8,4,4,2012
222,0,2,2,Shaun Suisham,Was,9.00,K,8,3,3,2012
223,0,3,3,Josh Scobee,@GB,9.00,K,8,0,0,2012
224,0,1,1,Stephen Gostkowski,@Stl,9.00,K,8,6,6,2012
225,1,1,1,Dan Bailey,NYG,8.00,K,8,3,3,2012
226,1,1,1,Blair Walsh,TB,7.00,K,8,2,2,2012
227,0,3,2,Adam Vinatieri,@Ten,7.00,K,8,1,1,2012
228,0,3,2,Rob Bironas,Ind,7.00,K,8,1,1,2012
229,0,2,2,Nick Novak,@Cle,6.00,K,8,0,0,2012
230,0,2,1,Stephen Hauschka,@Det,6.00,K,8,3,3,2012
231,0,2,2,Kai Forbath,@Pit,6.00,K,8,1,0,2012
232,0,2,1,Mason Crosby,Jax,6.00,K,8,3,3,2012
233,0,1,1,David Akers,@Ari,6.00,K,8,3,3,2012
234,0,1,1,Alex Henery,Atl,5.00,K,8,2,2,2012
235,0,2,1,Robbie Gould,Car,5.00,K,8,2,2,2012
236,0,0,0,Jason Hanson,Sea,4.00,K,8,4,4,2012
237,0,2,1,Nick Folk,Mia,3.00,K,8,0,0,2012
238,0,1,1,Jay Feely,SF,3.00,K,8,0,0,2012
239,0,0,0,Garrett Hartley,@Den,2.00,K,8,2,2,2012
240,0,0,0,Greg Zuerlein,NE,1.00,K,8,1,1,2012
241,0,0,0,Phil Dawson,SD,1.00,K,8,1,1,2012
242,0,0,0,Tim Masthay,Jax,0.00,K,8,0,0,2012
243,0,0,0,Johnny Hekker,NE,0.00,K,8,0,0,2012
244,0,3,3,Robbie Gould,@Ten,15.00,K,9,6,6,2012
245,0,5,5,Phil Dawson,Bal,15.00,K,9,0,0,2012
246,0,6,4,Matt Bryant,Dal,13.00,K,9,1,1,2012
247,0,5,3,Adam Vinatieri,Mia,11.00,K,9,2,2,2012
248,0,4,3,Mike Nugent,Den,11.00,K,9,2,2,2012
249,1,2,2,Blair Walsh,@Sea,10.00,K,9,2,2,2012
250,1,3,2,Lawrence Tynes,Pit,10.00,K,9,2,2,2012
251,0,4,3,Rian Lindell,@Hou,9.00,K,9,0,0,2012
252,0,2,2,Dan Carpenter,@Ind,8.00,K,9,2,2,2012
253,0,3,2,Ryan Succop,@SD,7.00,K,9,1,1,2012
254,0,1,1,Matt Prater,@Cin,7.00,K,9,4,4,2012
255,0,1,1,Nick Novak,KC,7.00,K,9,4,4,2012
256,0,2,2,Alex Henery,@NO,7.00,K,9,1,1,2012
257,0,2,1,Jason Hanson,@Jax,7.00,K,9,4,4,2012
258,0,2,2,Kai Forbath,Car,7.00,K,9,1,1,2012
259,0,2,1,Mason Crosby,Ari,7.00,K,9,4,4,2012
260,0,3,2,Dan Bailey,@Atl,7.00,K,9,1,1,2012
261,0,1,1,Shaun Suisham,@NYG,6.00,K,9,3,3,2012
262,0,1,1,Sebastian Janikowski,TB,6.00,K,9,3,3,2012
263,0,1,1,Stephen Hauschka,Min,6.00,K,9,4,3,2012
264,0,2,0,Connor Barth,@Oak,6.00,K,9,6,6,2012
265,0,1,1,Justin Tucker,@Cle,5.00,K,9,2,2,2012
266,0,1,1,Jay Feely,@GB,5.00,K,9,2,2,2012
267,0,1,0,Garrett Hartley,Phi,4.00,K,9,4,4,2012
268,0,1,1,Rob Bironas,Chi,4.00,K,9,1,1,2012
269,0,1,0,Justin Medlock,@Was,3.00,K,9,3,3,2012
270,0,1,0,Shayne Graham,Buf,3.00,K,9,3,3,2012
271,0,0,0,Shane Lechler,TB,0.00,K,9,0,0,2012
272,1,3,3,Rob Bironas,@Mia,15.00,K,10,4,4,2012
273,0,4,4,Blair Walsh,Det,14.00,K,10,2,2,2012
274,0,2,2,Justin Tucker,Oak,13.00,K,10,7,7,2012
275,0,3,3,Stephen Gostkowski,Buf,13.00,K,10,4,4,2012
276,1,3,2,Matt Prater,@Car,12.00,K,10,4,4,2012
277,0,3,3,Shaun Suisham,KC,10.00,K,10,1,1,2012
278,0,2,2,Connor Barth,SD,10.00,K,10,4,4,2012
279,0,2,2,Adam Vinatieri,@Jax,9.00,K,10,3,3,2012
280,0,2,2,Matt Bryant,@NO,9.00,K,10,3,3,2012
281,0,2,2,Sebastian Janikowski,@Bal,8.00,K,10,2,2,2012
282,1,3,2,Robbie Gould,Hou,8.00,K,10,0,0,2012
283,0,1,1,Dan Bailey,@Phi,8.00,K,10,5,5,2012
284,0,2,2,Lawrence Tynes,@Cin,7.00,K,10,1,1,2012
285,0,3,2,Ryan Succop,@Pit,7.00,K,10,1,1,2012
286,0,1,1,Mike Nugent,NYG,7.00,K,10,4,4,2012
287,0,1,1,Rian Lindell,@NE,7.00,K,10,4,4,2012
288,0,1,1,Garrett Hartley,Atl,7.00,K,10,4,4,2012
289,0,2,2,Shayne Graham,@Chi,7.00,K,10,1,1,2012
290,0,2,1,Greg Zuerlein,@SF,6.00,K,10,3,3,2012
291,0,1,1,Nick Novak,@TB,6.00,K,10,3,3,2012
292,0,0,0,Sam Koch,Oak,6.00,K,10,0,0,2012
293,0,1,1,Jason Hanson,@Min,6.00,K,10,3,3,2012
294,0,2,1,David Akers,Stl,6.00,K,10,3,3,2012
295,0,1,1,Alex Henery,Dal,5.00,K,10,3,2,2012
296,0,2,1,Josh Scobee,Ind,4.00,K,10,1,1,2012
297,0,0,0,Stephen Hauschka,NYJ,4.00,K,10,4,4,2012
298,0,1,1,Dan Carpenter,Ten,3.00,K,10,0,0,2012
299,0,1,0,Justin Medlock,Den,2.00,K,10,2,2,2012
300,0,0,0,Johnny Hekker,@SF,1.00,K,10,0,0,2012
301,0,0,0,Nick Folk,@Sea,1.00,K,10,1,1,2012
302,0,3,3,Josh Scobee,@Hou,13.00,K,11,4,4,2012
303,0,4,4,Rian Lindell,Mia,13.00,K,11,1,1,2012
304,0,5,3,Shayne Graham,Jax,13.00,K,11,4,4,2012
305,2,4,2,Nick Folk,@Stl,13.00,K,11,3,3,2012
306,0,4,4,Jay Feely,@Atl,13.00,K,11,1,1,2012
307,1,3,3,Matt Bryant,Ari,13.00,K,11,2,2,2012
308,0,4,3,Matt Prater,SD,12.00,K,11,3,3,2012
309,0,3,3,David Akers,Chi,12.00,K,11,3,3,2012
310,0,2,1,Stephen Gostkowski,Ind,11.00,K,11,8,8,2012
311,0,3,3,Dan Bailey,Cle,11.00,K,11,2,2,2012
312,1,2,2,Phil Dawson,@Dal,10.00,K,11,2,2,2012
313,1,2,2,Connor Barth,@Car,9.00,K,11,1,1,2012
314,0,1,1,Garrett Hartley,@Oak,8.00,K,11,5,5,2012
315,0,2,2,Jason Hanson,GB,8.00,K,11,2,2,2012
316,0,3,2,Justin Tucker,@Pit,7.00,K,11,1,1,2012
317,0,1,1,Kai Forbath,Phi,7.00,K,11,4,4,2012
318,0,2,1,Adam Vinatieri,@NE,6.00,K,11,3,3,2012
319,0,2,2,Ryan Succop,Cin,6.00,K,11,0,0,2012
320,0,2,2,Alex Henery,@Was,6.00,K,11,0,0,2012
321,0,3,1,Mason Crosby,@Det,6.00,K,11,3,3,2012
322,0,1,1,Sebastian Janikowski,NO,5.00,K,11,2,2,2012
323,0,1,1,Shaun Suisham,Bal,4.00,K,11,1,1,2012
324,0,1,0,Mike Nugent,@KC,4.00,K,11,4,4,2012
325,0,0,0,Nick Novak,@Den,3.00,K,11,3,3,2012
326,0,1,0,Justin Medlock,TB,3.00,K,11,3,3,2012
327,0,1,0,Dan Carpenter,@Buf,2.00,K,11,2,2,2012
328,0,0,0,Greg Zuerlein,NYJ,1.00,K,11,1,1,2012
329,0,0,0,Robbie Gould,@SF,1.00,K,11,1,1,2012
330,0,5,4,Rob Bironas,@Jax,13.00,K,12,1,1,2012
331,1,3,3,Dan Bailey,Was,13.00,K,12,2,2,2012
332,1,3,2,Mike Nugent,Oak,12.00,K,12,4,4,2012
333,0,4,3,Connor Barth,Atl,11.00,K,12,2,2,2012
334,0,3,3,Justin Tucker,@SD,10.00,K,12,1,1,2012
335,0,3,3,Alex Henery,Car,10.00,K,12,1,1,2012
336,0,3,2,Shayne Graham,@Det,10.00,K,12,4,4,2012
337,0,3,3,Ryan Succop,Den,9.00,K,12,0,0,2012
338,0,2,2,Adam Vinatieri,Buf,8.00,K,12,2,2,2012
339,0,1,1,Lawrence Tynes,GB,8.00,K,12,5,5,2012
340,0,3,2,Robbie Gould,Min,8.00,K,12,2,2,2012
341,0,1,1,Kai Forbath,@Dal,8.00,K,12,5,5,2012
342,0,2,2,Phil Dawson,Pit,8.00,K,12,2,2,2012
343,0,2,1,Greg Zuerlein,@Ari,7.00,K,12,4,4,2012
344,0,2,2,Nick Novak,Bal,7.00,K,12,1,1,2012
345,0,2,2,Rian Lindell,@Ind,7.00,K,12,1,1,2012
346,0,2,1,Jason Hanson,Hou,7.00,K,12,4,4,2012
347,0,1,0,Stephen Gostkowski,@NYJ,7.00,K,12,7,7,2012
348,0,3,1,David Akers,@NO,7.00,K,12,4,4,2012
349,0,1,1,Josh Scobee,Ten,6.00,K,12,3,3,2012
350,1,1,1,Sebastian Janikowski,@Cin,6.00,K,12,1,1,2012
351,0,1,1,Graham Gano,@Phi,6.00,K,12,4,3,2012
352,0,1,1,Dan Carpenter,Sea,6.00,K,12,3,3,2012
353,0,3,1,Matt Bryant,@TB,6.00,K,12,3,3,2012
354,0,3,1,Matt Prater,@KC,5.00,K,12,2,2,2012
355,0,1,1,Nick Folk,NE,5.00,K,12,2,2,2012
356,0,1,1,Jay Feely,Stl,5.00,K,12,2,2,2012
357,0,2,1,Blair Walsh,@Chi,4.00,K,12,1,1,2012
358,0,2,1,Mason Crosby,@NYG,4.00,K,12,1,1,2012
359,0,0,0,Stephen Hauschka,@Mia,3.00,K,12,3,3,2012
360,0,0,0,Garrett Hartley,SF,3.00,K,12,3,3,2012
361,0,0,0,Shaun Suisham,@Cle,2.00,K,12,2,2,2012
362,0,0,0,Adam Podlesh,Min,2.00,K,12,0,0,2012
363,1,4,4,Jason Hanson,Ind,17.00,K,13,3,3,2012
364,2,3,3,Connor Barth,@Den,15.00,K,13,2,2,2012
365,1,3,3,Matt Bryant,NO,13.00,K,13,2,2,2012
366,1,2,2,Rian Lindell,Jax,12.00,K,13,4,4,2012
367,0,3,3,Shaun Suisham,@Bal,11.00,K,13,2,2,2012
368,1,2,2,Ryan Succop,Car,11.00,K,13,3,3,2012
369,0,4,3,Stephen Gostkowski,@Mia,11.00,K,13,2,2,2012
370,0,4,3,Mason Crosby,Min,11.00,K,13,2,2,2012
371,2,3,2,Greg Zuerlein,SF,10.00,K,13,0,0,2012
372,0,4,3,Lawrence Tynes,@Was,10.00,K,13,1,1,2012
373,0,3,3,Dan Carpenter,NE,10.00,K,13,1,1,2012
374,0,2,2,Alex Henery,@Dal,9.00,K,13,3,3,2012
375,1,2,2,Garrett Hartley,@Atl,9.00,K,13,1,1,2012
376,0,2,2,Justin Tucker,Pit,8.00,K,13,2,2,2012
377,0,2,2,Mike Nugent,@SD,8.00,K,13,2,2,2012
378,1,1,1,Shayne Graham,@Ten,8.00,K,13,3,3,2012
379,0,3,2,Phil Dawson,@Oak,8.00,K,13,2,2,2012
380,0,1,1,Dan Bailey,Phi,8.00,K,13,5,5,2012
381,0,2,1,Matt Prater,TB,7.00,K,13,4,4,2012
382,0,3,2,Nick Novak,Cin,7.00,K,13,1,1,2012
383,1,2,1,Sebastian Janikowski,Cle,7.00,K,13,2,2,2012
384,0,3,2,David Akers,@Stl,7.00,K,13,1,1,2012
385,0,2,2,Jay Feely,@NYJ,6.00,K,13,0,0,2012
386,0,0,0,Adam Vinatieri,@Det,5.00,K,13,5,5,2012
387,0,1,1,Stephen Hauschka,@Chi,5.00,K,13,2,2,2012
388,0,1,1,Robbie Gould,Sea,5.00,K,13,2,2,2012
389,0,1,1,Kai Forbath,NYG,5.00,K,13,2,2,2012
390,0,1,1,Josh Scobee,@Buf,4.00,K,13,1,1,2012
391,0,1,1,Rob Bironas,Hou,4.00,K,13,1,1,2012
